timestamp,ip_origen,ip_destino,puerto_origen,puerto_destino,protocolo,tamano
1738812704.986725,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.986725,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.986834,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812704.987,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.987,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.987306,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.988712,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812704.990669,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.990669,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.99103,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.991031,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.991399,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.991399,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.991761,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.991761,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.991861,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812704.992115,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.992115,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.992491,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.992492,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.992859,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.992859,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.99296,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812704.993205,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.993205,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.993586,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.993587,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.993954,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.993954,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812704.994049,192.168.1.7,190.99.74.45,43833,443,UDP,75
1738812704.995412,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.012685,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.012685,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.014167,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.032552,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.032553,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.034189,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.058822,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.058823,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.060433,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.07311,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.073111,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.074792,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.090986,192.168.1.7,190.99.74.45,43833,443,UDP,72
1738812705.091681,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.091681,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.093101,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.109134,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.109135,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.110602,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.118554,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.118554,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.118554,190.99.74.45,192.168.1.7,443,43833,UDP,69
1738812705.118629,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.11883,192.168.1.7,190.99.74.45,43833,443,UDP,77
1738812705.118981,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.118981,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.119097,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.119171,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.119275,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.119275,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.119402,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.119571,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.119571,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.119886,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.119886,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.120189,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.120189,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.120264,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.120498,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.120561,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.120561,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.120923,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.120923,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.121001,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.121388,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.121388,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.121442,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.121686,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.121786,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.12243,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.12243,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.122731,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.122731,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.122809,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.122864,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.12315,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.12315,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.123469,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.123469,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.12377,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.12377,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.123845,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.125267,192.168.1.7,190.99.74.45,43833,443,UDP,77
1738812705.126379,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.126379,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.126682,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.126682,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.126757,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.127117,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.127118,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.127413,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.127413,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.127587,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.127688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.127688,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.128008,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.128009,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.128086,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.128444,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.128444,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.128698,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.128748,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.128748,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.128825,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.129184,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.129184,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.129478,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.129478,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.129768,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.12987,192.168.1.7,190.99.74.45,43833,443,UDP,76
1738812705.131241,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.131241,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.131537,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.131537,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13183,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13183,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.133336,192.168.1.7,190.99.74.45,43833,443,UDP,77
1738812705.13533,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.135331,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.135407,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.135692,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.135692,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13607,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13607,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13607,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13607,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13607,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13615,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13615,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13615,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13615,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13615,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13615,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13615,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.13615,190.99.74.45,192.168.1.7,443,43833,UDP,1292
1738812705.136262,192.168.1.7,190.99.74.45,43833,443,UDP,77
1738812705.136489,190.99.74.45,192.168.1.7,443,43833,UDP,1292
